,id,rated,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,game_time
4088,kkdrqmsp,1.0,61.0,mate,white,25+0,max2070,1347.0,andreas00,1110.0,e4 e6 d4 Qh4 e5 Qe4+ Be3 Bb4+ c3 Bf8 Nd2 Qh4 Ngf3 Qd8 c4 d5 c5 Nc6 a3 Bd7 b4 a6 Bd3 b5 O-O Be7 a4 Nxb4 Bc2 Nc6 axb5 Nb8 b6 cxb6 cxb6 Qxb6 Nb3 Bb5 Bd3 Bxd3 Qxd3 Qb5 Qxb5+ axb5 Rxa8 f6 Rxb8+ Kf7 Rxb5 fxe5 Nxe5+ Ke8 Rb8+ Bd8 Rc1 Ne7 Nc5 Rf8 Nxe6 h6 Rxd8#,C00,French Defense: Normal Variation,3.0,216.4025
4089,myf3zxVd,0.0,31.0,resign,white,19+4,tori92,1804.0,babacom,1997.0,e4 e5 Nf3 Nf6 Nc3 Nc6 Bc4 Nxe4 Bxf7+ Kxf7 Nxe4 d5 Neg5+ Kg6 d4 Qd6 Nh4+ Kf6 Qh5 g6 Nxg6 hxg6 Qxh8+ Bg7 Qe8 Qe7 Nh7+ Kf5 g4+ Ke4 Qxg6+,C47,Four Knights Game: Italian Variation |  Noa Gambit,9.0,183.20866666666666
4091,ByHYGkJZ,1.0,104.0,outoftime,black,30+30,marstem,1882.0,sonata2,2193.0,b4 e5 Bb2 d6 g3 g6 Bg2 Bg7 d3 Ne7 Nd2 O-O c4 Nd7 e3 a5 a3 f5 f4 Nc6 b5 Ne7 a4 Nc5 Nb3 e4 Bxg7 Nxd3+ Kf1 Kxg7 Nh3 d5 c5 Ng8 Nf2 Nxf2 Kxf2 Nf6 h3 Qe7 Qd4 h5 Rhd1 h4 gxh4 Be6 h5 Rh8 hxg6 Kxg6 Qe5 Kf7 Nd4 Rag8 Nxe6 Qxe6 Qxc7+ Qe7 Qe5 Qxc5 Rdc1 Rxg2+ Kxg2 Qxe3 Rc7+ Kg6 Rc3 Qd2+ Kg1 Re8 Rg3+ Kf7 Qc7+ Re7 Rg7+ Kxg7 Qxe7+ Kg6 Qe5 d4 Kh1 Qc3 Rg1+ Kf7 Qxf5 e3 Qg6+ Ke7 Qg7+ Ke6 f5+ Kxf5 Rf1+ Ke4 Qxf6 e2 Qf5+ Ke3 Rf3+ Kd2 Qg5+ Kd1 Rxc3 e1=Q+,A00,Polish Opening: Czech Defense,4.0,1019.7571666666666
4092,QtDsXGRd,1.0,27.0,mate,white,10+3,derekkered,1868.0,maximusod,1808.0,d4 e6 e4 Nf6 e5 Nd5 c4 Nb6 Nf3 c5 d5 d6 Bf4 Be7 dxe6 Bxe6 exd6 Bxd6 Qxd6 Qf6 Be5 Qh6 Nbd2 N8d7 Ne4 O-O-O Qc7#,C01,French Defense: Mediterranean Defense,4.0,33.169
4093,iCq06qa3,0.0,62.0,resign,white,15+5,elnazjavaheri,1500.0,ducksandcats,1821.0,e4 c6 d4 d5 exd5 cxd5 Bd3 Nc6 c3 Nf6 Bf4 e6 Nf3 Bd6 Qd2 Qc7 Bg3 O-O Qg5 h6 Qh4 e5 dxe5 Nxe5 Nxe5 Bxe5 O-O Be6 f4 Bd6 Nd2 Qb6+ Bf2 Qxb2 Nb3 Qxc3 Rad1 Bg4 Bd4 Qc7 Bxf6 Bxd1 Rxd1 gxf6 Qxh6 f5 Qg5+ Kh8 Qf6+ Kg8 Qg5+ Kh8 Bxf5 Bxf4 Qh5+ Kg7 Rf1 Bh6 Bd3 Qb6+ Kh1 Qe6,B13,Caro-Kann Defense: Exchange Variation |  Rubinstein Variation,11.0,303.3255
4094,pbCwWhOY,1.0,43.0,resign,white,15+0,flafel26,1570.0,loris04,1251.0,e4 d5 exd5 Qxd5 Nc3 Qe5+ Qe2 Qxe2+ Bxe2 Bf5 d3 Nc6 Nb5 Kd8 c3 a6 Nd4 Nxd4 cxd4 Nh6 Bxh6 gxh6 O-O-O Ke8 Bf3 e5 dxe5 Bc5 Bxb7 Rb8 d4 Be7 Bc6+ Kf8 Ne2 Bg5+ f4 Be7 Nc3 f6 Nd5 Bb4 Nxf6,B01,Scandinavian Defense: Mieses-Kotroc Variation,4.0,56.05866666666667
4095,qifLXv8r,1.0,69.0,resign,white,4+20,blongdongsilver,1097.0,rodrigowski19,1254.0,b3 e5 e4 Nf6 d3 Bb4+ Bd2 Bxd2+ Nxd2 O-O Ndf3 Nc6 Ng5 h6 N5f3 d5 exd5 Nxd5 Qd2 Bg4 O-O-O Bxf3 Nxf3 Qf6 Be2 Nf4 d4 exd4 Bc4 Rad8 Rhe1 Nxg2 Re4 a6 Ne5 Nxe5 Rxd4 Rxd4 Qxd4 Nxc4 Qxc4 Rd8 Rxd8+ Qxd8 Qe4 Nh4 f4 f5 Qe6+ Kh7 c4 Qd3 Kb2 Qd2+ Ka3 Qxf4 Qc8 b5 Qxa6 bxc4 Qxc4 Qxh2 Kb4 Ng6 a4 f4 Qxc7 f3 Qxh2,C20,King's Pawn Opening: 2.b3,3.0,175.50683333333333
4096,aaTUKdXr,1.0,66.0,resign,black,1+25,chesswith666,1014.0,raspoutine,1328.0,e4 e6 Nf3 d5 Nc3 b6 d3 Ba6 g3 Bb4 Bd2 Ne7 Bh3 O-O O-O d4 Na4 Bxd2 Qxd2 Qd7 Nh4 Qxa4 b3 Qd7 c3 dxc3 Qxc3 Nbc6 Rac1 Bb7 a4 Nd4 Qd2 Nxb3 Qc2 Nxc1 Rxc1 Nc6 Bg2 Rac8 Qd2 Nd4 Qb2 Qxa4 Rc4 Qd1+ Bf1 Nf3+ Kg2 Nd2 Rc1 Qb3 Rc2 Qxb2 Rxb2 Nxe4 Kg1 Nc5 Ra2 a5 d4 Nb3 Bc4 Nxd4 Rd2 Nf3+,C00,French Defense: Two Knights Variation,5.0,142.1345
4097,owyEvmNX,0.0,84.0,draw,draw,15+10,gmplayer,2027.0,timeisrelativ,1640.0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Nb3 Bb4 Bd3 Bxc3+ bxc3 d6 h3 h6 O-O O-O Be3 b6 f4 Bb7 f5 Ne7 Qe1 Kh8 Nd2 d5 exd5 Nexd5 c4 Nxe3 Qxe3 Qd7 Kh1 Rfd8 Ne4 Nxe4 Bxe4 Bxe4 Qxe4 f6 Rad1 Qc7 Rd5 Rdc8 Rfd1 Qxc4 Qf3 Qf4 Qd3 Qc4 Qg3 Qf4 Qd3 Qc4 Qg3 Qf4 Qg6 Qa4 Rd7 Rg8 R1d6 Qxc2 Rxf6 Qc1+ Kh2 Qf4+ Kg1 Qe3+ Kh2 Qf4+ Kg1 Qe3+ Kh1 Qc1+ Kh2 Qf4+ Kg1 Qe3+ Kh2 Qf4+,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,11.0,203.15516666666667
4098,HXr03lEZ,1.0,50.0,resign,white,19+19,fatik,1340.0,babblingboy,1420.0,e4 e5 Qh5 Nf6 Qxe5+ Qe7 Qxc7 Qxe4+ Ne2 Nc6 f3 Qh4+ g3 Qc4 Na3 Qd5 Nf4 Qe5+ Qxe5+ Nxe5 Nb5 Nxf3+ Kd1 Ne5 Nc7+ Kd8 Nxa8 d6 d4 Bg4+ Be2 Nf3 h3 Nxd4 Bxg4 Nxg4 hxg4 Be7 Be3 Ne6 Nxe6+ fxe6 Bxa7 Rf8 Bb6+ Ke8 Re1 Kd7 Nc7 Bg5,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4.0,79.7655
4099,MQbS1M0f,0.0,36.0,resign,black,30+0,klip98,2170.0,ghix,1701.0,d4 Nf6 Bg5 Nd5 e4 h6 exd5 hxg5 Nf3 g4 Ne5 d6 Nxg4 Qd7 Ne3 a6 c4 c6 Nc3 Qc7 Bd3 cxd5 Nexd5 Qc6 Qe2 e6 Nf4 Rh4 g3 Qxh1+ Kd2 Qxa1 gxh4 Qxb2+ Bc2 Nc6,A45,Trompowsky Attack,3.0,68.70316666666666
4100,ibbxn32c,1.0,30.0,resign,white,8+0,joca552000,1518.0,erikweisz,1371.0,e4 e5 Nf3 d6 Bc4 f5 d4 f4 dxe5 g5 Qd5 Nh6 e6 g4 Nfd2 c6 Qd3 Qh4 b3 Rg8 e7 g3 f3 gxh2+ Kf1 Bh3 Bxg8 Bxg2+ Kxg2 Bxe7,C41,Philidor Defense: Lopez Countergambit,6.0,53.8135
4101,RuHlwQEe,1.0,2.0,outoftime,black,0+16,yht,2073.0,masterbigsuff,2257.0,e4 d5,B01,Scandinavian Defense,2.0,1.2681666666666667
4102,uTaohUAT,1.0,64.0,resign,black,25+25,airyneon,1784.0,abrigo,2085.0,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Bg5 Nbd7 Nf3 c6 O-O Qc7 Rc1 e5 d5 Nc5 Qc2 Bg4 b4 Na6 a3 Rac8 Be3 Bxf3 Bxf3 cxd5 Nxd5 Nxd5 exd5 Qe7 Rfe1 b6 Qa4 Nb8 g3 Rc7 Bg2 Rfc8 Bf1 Nd7 f4 f5 fxe5 Nxe5 Qb3 Nf3+ Kh1 Nxe1 Rxe1 Qe4+ Kg1 Re7 Bd3 Qf3 Bf1 Rce8 Bg2 Qg4 h3 Qxg3,E73,King's Indian Defense: Averbakh Variation |  Geller Defense,12.0,199.36216666666667
4103,orKxScLk,0.0,88.0,outoftime,black,8+4,lubo10,1466.0,snilleblixten,1533.0,e4 c5 Nf3 d6 d4 b6 Bb5+ Bd7 Bxd7+ Nxd7 d5 Ngf6 Qd3 Ng4 h3 Nge5 Nxe5 Nxe5 Qb5+ Qd7 Qxd7+ Kxd7 f4 Ng6 c4 e5 f5 Nf4 Bxf4 exf4 O-O Be7 Rxf4 Bf6 Nc3 a6 Rc1 b5 cxb5 axb5 a3 b4 axb4 cxb4 Nb5 Rhc8 Rxc8 Rxc8 Rf1 Bxb2 Rb1 Rc2 Na7 Re2 Nc6 Bc3 Nxb4 Rxe4 Nc6 Re1+ Rxe1 Bxe1 Kf1 Bg3 Ke2 f6 Kf3 Be5 Nxe5+ dxe5 Ke4 Kd6 g4 h6 h4 Kc5 g5 hxg5 hxg5 Kd6 gxf6 gxf6 Kf3 Kxd5 Ke3 e4 Kf4 Kd4,B54,Sicilian Defense,5.0,203.297
4104,j11j6SXV,1.0,82.0,mate,black,7+2,marigw,1002.0,karpich2411,1253.0,d4 b6 c3 e6 b4 Bb7 a3 h6 e3 Nf6 f4 Be7 h4 O-O Rh3 c5 Nf3 cxb4 axb4 a5 Ne5 d6 Nc4 d5 Nxb6 Qxb6 Na3 axb4 Nc2 bxc3 Nb4 Bxb4 Rxa8 Bxa8 Qb3 Nfd7 Bd3 Bb7 g4 Rc8 g5 h5 e4 c2+ Ke2 Ba6 exd5 Bxd3+ Kxd3 Rc3+ Qxc3 Bxc3 Kxc3 Qc7+ Kd2 exd5 f5 Na6 f6 g6 Re3 Nb4 Re8+ Kh7 Re3 Nb6 Rb3 Nc4+ Ke1 Qa5 Rc3 Nd3+ Ke2 Qxc3 Bd2 Qxd2+ Kf3 Qe3+ Kg2 c1=Q Kh2 Qcg1#,A40,English Defense #2,2.0,103.24516666666666
4105,BOx8YbwI,1.0,54.0,resign,white,15+10,artykom,2064.0,vilenjak,1986.0,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 Nxd5 d6 Bg5 Be7 Nxe7 Qxe7 g3 h6 Bf4 d5 cxd5 Qe4 Nf3 Qxd5 Bg2 O-O O-O Be6 Ne5 Ne4 Qc2 Bf5 Rfd1 Qe6 Bxe4 Bxe4 Qxe4 g5 Be3 Nc6 Nd7 b6 Qxe6 fxe6 Nxf8 Kxf8 Rd7 Kg8 Rad1 e5 R1d6 Rc8 Rg6+ Kf8 Rxh6 Kg8,A60,Benoni Defense: Modern Variation,6.0,174.54016666666666
4106,eCWT71iW,1.0,35.0,mate,white,8+0,toitles,1494.0,catire49,1313.0,e4 e6 Nf3 Bc5 c3 Nf6 d3 Ng4 d4 Bb6 h3 Nf6 Bg5 h6 Bh4 g5 Bg3 Nxe4 Bd3 Nxg3 fxg3 c6 O-O Qc7 Ne5 Rf8 Qh5 Ke7 Rxf7+ Rxf7 Qxf7+ Kd6 Nc4+ Kd5 Qf3#,C00,French Defense: Knight Variation,3.0,55.19916666666666
4107,7pRm0JTW,1.0,73.0,resign,white,15+15,vladimir-kramnik-1,1557.0,boris90157311,1614.0,e4 e5 f4 exf4 Nf3 g5 Bc4 Bg7 O-O c6 d4 Qb6 Nxg5 Bxd4+ Kh1 Bxb2 Qh5 Kd8 Nxf7+ Kc7 Bxf4+ d6 Bxd6+ Kd7 Qf5+ Ke8 Qe5+ Bxe5 Nxe5 Ne7 Nd2 Qd4 Bf7+ Kd8 Ndc4 Nd7 Rad1 Qc3 Bh5 b5 Nf7+ Ke8 Nxh8+ Kd8 Rf8+ Nxf8 Bb4+ Bd7 Bxc3 bxc4 Bf6 Nfg6 Nxg6 hxg6 Bxg6 Rb8 Bf5 Rb7 Bxd7 Rxd7 Rxd7+ Kxd7 Bxe7 Kxe7 g4 Kf6 Kg2 Ke5 Kf3 a5 h4 c3 h5,C38,King's Gambit Accepted |  Hanstein Gambit,9.0,243.161
4108,Yh8bMb0P,1.0,73.0,mate,white,10+10,kamikazo,1550.0,brahim_mkr,1500.0,c4 e5 Nc3 Nc6 e4 Nf6 Nf3 d6 Nd5 Nxd5 cxd5 Nb4 Qa4+ Bd7 Qxb4 b6 d3 c5 dxc6 Bxc6 Bg5 f6 Be3 Rab8 Be2 a5 Qc3 d5 Qxc6+ Qd7 Qxd5 Bd6 O-O Rbc8 Rac1 Rc5 Bxc5 bxc5 Qa8+ Qd8 Qxd8+ Kxd8 Rc4 Kd7 Rfc1 Rb8 b3 a4 bxa4 Rb2 a3 Rxe2 a5 Rb2 a6 Rb8 a7 Ra8 Ra4 Kc6 Rb1 Bc7 g3 Bb6 Ra6 Rxa7 Rbxb6+ Kc7 Rbc6+ Kb7 Rab6+ Ka8 Rc8#,A28,English Opening: Four Knights System |  Nimzowitsch Variation,7.0,161.178
4109,lKTxTrKz,1.0,149.0,resign,white,5+5,tori92,2074.0,belgranocbafilialita,1908.0,e4 e5 Nf3 d6 Nc3 Nf6 Bc4 Be7 h3 O-O d4 exd4 Nxd4 a6 a4 c5 Nf3 Nc6 O-O Be6 Nd5 Nxe4 Re1 Nf6 Nxf6+ Bxf6 Bxe6 fxe6 Rxe6 Nd4 Nxd4 Bxd4 c3 Bxf2+ Kh1 Bg3 Bd2 Qh4 Qb3 Rf7 Rg1 c4 Qc2 Raf8 Re4 Qf6 Rg4 Be5 Rxc4 Qe6 Rg4 Rf1 Be3 Rxg1+ Bxg1 d5 Qe2 Qf6 Rb4 b5 axb5 axb5 Qxb5 Rd8 Qb6 Rd6 Qf2 Qe7 Rb8+ Rd8 Rxd8+ Qxd8 Qf5 Bb8 Bd4 Qd6 Qc8+ Kf7 Qf5+ Ke7 Qg5+ Ke8 Kg1 Qh2+ Kf2 Qc7 Qxg7 Qf4+ Kg1 Qc1+ Kf2 Qxb2+ Kf3 Qb5 Qg8+ Kd7 Qxh7+ Kc6 Qg6+ Kb7 Qf7+ Ka6 Qe6+ Ka5 Qe1 Qd3+ Qe3 Qf1+ Qf2 Qd3+ Kg4 Qg6+ Kf3 Qd3+ Be3 Qxc3 Qd2 Kb4 Qxd5 Qf6+ Ke2 Qb2+ Qd2+ Qxd2+ Bxd2+ Kc4 Kf3 Kd5 Kg4 Ke6 Kg5 Kf7 Kf5 Bg3 Bf4 Bh4 g3 Be7 h4 Bf8 h5 Bg7 h6 Bh8 g4 Bc3 Be5 Bd2 h7,C41,Philidor Defense #2,4.0,191.31616666666667
4110,iG5MuMz0,1.0,32.0,mate,black,10+0,egor_antonov,1156.0,jamboger,1238.0,e4 d6 Qh5 Nf6 Qh6 gxh6 Bb5+ Nc6 Ba4 e5 Nf3 Bd7 O-O Nb4 c3 Nd3 Na3 Bxa4 Nc4 d5 Ncxe5 Nxe5 Nxe5 Nxe4 b3 Bb5 a4 Bxf1 Kxf1 Qh4 d3 Qxf2#,B07,Pirc Defense #4,2.0,66.75816666666667
4111,wz37PkPN,1.0,168.0,resign,black,7+8,tripod,1522.0,maximusod,1793.0,d4 Nf6 h3 e6 Bf4 c5 Nf3 d5 e3 Nc6 c3 Bd7 b3 cxd4 Nxd4 Nxd4 Qxd4 Be7 Bd3 O-O O-O Bc6 Nd2 Nd7 e4 e5 Bxe5 Bc5 Bf6 Qxf6 Qxf6 gxf6 Rfe1 Ne5 Bc2 dxe4 Nxe4 Bxe4 Rxe4 Rad8 Rh4 Ng6 Kh1 Rd2 b4 Rxc2 bxc5 Rxc3 Rb1 b6 cxb6 axb6 Rxb6 Kg7 Rg4 Ra8 a4 Rc2 f4 f5 Rg5 Rxa4 Rxf5 Rxf4 Rg5 Rcf2 Rg3 Rf6 Rb5 Rf1+ Kh2 Kh6 Rgg5 R1f2 Rh5+ Kg7 Rbg5 Rb6 Rg4 Rbb2 Rd5 h5 Rxh5 Kf8 Rd5 Ke7 Re4+ Kf6 Rg4 Nf4 Rd6+ Ke7 Rd4 Rxg2+ Rxg2 Nxg2 Re4+ Kf6 Re8 Kg5 Kg3 Ne3 Rxe3 Rb1 Rf3 f5 h4+ Kg6 Kf4 Rb4+ Kg3 Rg4+ Kh3 Rg1 Rf4 Rh1+ Kg2 Rc1 Kh3 Re1 Kg3 Re3+ Kg2 Re5 Kg3 Re8 Kf3 Rf8 Kg3 Kh5 Kh3 Rf7 Kg3 Kg6 Kf3 Rh7 Kg3 Kf6 Kh3 Ke5 Kg3 Rg7+ Kf3 Rg1 Ke3 Re1+ Kf3 Rf1+ Kg3 Rxf4 h5 Ra4 h6 Ra8 Kh4 Kf4 Kh5 Kg3 Kg6 f4 Kg7 f3 h7 f2 h8=Q Rxh8 Kxh8 f1=Q,A45,Indian Game,2.0,277.97633333333334
4113,5lUU79jk,0.0,28.0,resign,black,15+10,king5891,1400.0,anos,1395.0,Nf3 d6 b3 Bg4 Bb2 c5 e3 Bh5 d3 Nc6 Nbd2 g6 Bxh8 f6 Bxf6 exf6 g3 Nb4 c4 f5 Qc1 Bg7 Rb1 Qe7 Bg2 Nf6 h3 Nxd3+,A04,Zukertort Opening: Pirc Invitation,2.0,105.3435
4114,TxZIUWVz,1.0,58.0,mate,black,30+0,goga123,1419.0,e_boechat,1428.0,e4 e5 Nf3 d6 Bc4 Nf6 O-O Nxe4 d3 Nf6 Ng5 d5 Bb3 Be7 Qf3 Bg4 Qg3 O-O c3 Nbd7 f4 exf4 Bxf4 Be2 Rf2 Nh5 Qe3 Nxf4 h4 Nf6 Rxf4 Nh5 Rf2 Bg4 Nxf7 Bxh4 Nxd8 Bxf2+ Qxf2 Rxf2 Kxf2 Rxd8 Nd2 Rf8+ Kg1 Nf4 d4 Be2 Re1 Bd3 Re7 Ne2+ Kh2 Rf6 Bxd5+ Kf8 Rxc7 Rh6#,C41,Philidor Defense #3,5.0,366.85116666666664
4115,IOkY7c2F,1.0,85.0,mate,white,10+0,kingcfun,1738.0,fazouane,1399.0,e4 e6 Nf3 d5 exd5 exd5 Qe2+ Be6 Nd4 c5 Nxe6 fxe6 Qxe6+ Qe7 Bb5+ Nc6 Bxc6+ bxc6 Qxe7+ Bxe7 O-O Nf6 Re1 Ne4 d3 Ng5 Bxg5 c4 Rxe7+ Kf8 Rc7 h6 Be7+ Ke8 Bb4 cxd3 cxd3 Kd8 Rxc6 Rc8 Rxc8+ Kxc8 Nc3 d4 Nb5 a6 Nxd4 Rd8 Rc1+ Kb7 Bc3 Rc8 h3 Kb6 Ba5+ Kb7 Rxc8 Kxc8 f4 Kd7 Kf2 Kd6 Nf5+ Ke6 Nxg7+ Kf6 Nh5+ Kf5 Ke3 Kg6 g4 Kh7 d4 Kg6 d5 Kh7 d6 Kg6 d7 Kf7 d8=Q Kg6 Qf6+ Kh7 Qg7#,C00,French Defense: Knight Variation,3.0,86.15916666666666
4116,5NWdxXyM,0.0,95.0,mate,white,10+0,ph07870,1711.0,dimitris22,1812.0,e4 d6 Nc3 Nf6 Nf3 g6 d3 Bg7 Be2 O-O Bf4 Nfd7 d4 Nc6 d5 Nce5 Bxe5 Nxe5 Qd2 c5 O-O Bg4 Nxe5 Bxe2 Nxf7 Rxf7 Qxe2 a6 f4 Bd4+ Kh1 Qd7 Rab1 Raf8 g3 Qh3 Qd3 g5 Ne2 gxf4 Rxf4 Rxf4 Nxf4 Qg4 c3 Be5 Rf1 Rf6 Qf3 Qxf3+ Rxf3 Bxf4 Rxf4 Rxf4 gxf4 Kf7 Kg2 Kg6 Kf3 Kh5 Kg3 Kg6 Kg4 h5+ Kh4 b5 b3 a5 a3 a4 b4 c4 f5+ Kh6 h3 Kg7 Kxh5 Kf6 Kg4 Kg7 h4 Kh6 h5 Kg7 Kg5 Kh7 h6 Kg8 Kg6 e5 dxe6 d5 e7 dxe4 e8=Q#,B07,Pirc Defense #4,2.0,168.07066666666665
4117,lG5mJCIw,1.0,37.0,resign,white,10+0,rhysmc123,1371.0,gonzorg,1193.0,e4 e5 d3 Nf6 Bg5 Nc6 Bxf6 gxf6 a3 Qe7 b4 d6 c4 Be6 Nf3 Rg8 g3 O-O-O Qa4 Nd4 Ra2 a6 Nxd4 exd4 Rb2 Bd7 Qa5 Bh6 b5 Kb8 bxa6 Bb5 cxb5 b6 a7+ Kb7 Qa6+,C20,King's Pawn Game: Leonardis Variation,3.0,56.636
4119,bowcT3pU,1.0,61.0,resign,white,15+15,razorblades,1594.0,mrjv,1642.0,e4 e6 e5 Nc6 d4 d6 Nf3 dxe5 dxe5 Qxd1+ Kxd1 Bc5 Be3 Bxe3 fxe3 Nge7 Bd3 O-O Ng5 Nf5 Bxf5 exf5 Nf3 Re8 Nc3 Nxe5 Nb5 Re7 Nxc7 Rxc7 Nxe5 Re7 Nd3 Rxe3 Kd2 Re4 Rhf1 b6 Rae1 g6 h3 Ba6 b3 Bxd3 cxd3 Rd8 Rc1 Rd7 Rc4 h5 Rfc1 Red4 Rxd4 Rxd4 Rc7 a5 Rc6 Rb4 Rd6 Kf8 d4,C00,French Defense: Steinitz Attack,3.0,287.97833333333335
4120,lMieuDBG,1.0,42.0,mate,black,5+5,bosko1,1480.0,mashi,1368.0,e4 e5 d4 Nc6 d5 Nce7 Nf3 d6 Be2 Nf6 Bg5 Nxe4 Bxe7 Bxe7 Bd3 f5 Bxe4 fxe4 Nfd2 e3 fxe3 Bh4+ g3 Bg5 e4 O-O Nc3 Be3 Qe2 Bf2+ Kd1 Qg5 Rf1 Bg4 Qxg4 Qxg4+ Kc1 Be3 Rxf8+ Rxf8 Nb5 Rf1#,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5.0,39.53366666666667
4121,5y5Cjkej,1.0,89.0,outoftime,white,10+0,noobdude,1601.0,strongpawn23,1998.0,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 h6 a4 O-O h3 a6 Nc3 d6 Re1 Nd4 Be3 c6 Bxd4 exd4 Ne2 Bb4 c3 dxc3 bxc3 Ba5 Qc2 b5 axb5 axb5 Bb3 Be6 Bxe6 fxe6 Nfd4 Qd7 Qb3 d5 e5 Nh7 Rf1 Bc7 Nf3 Qf7 Rxa8 Rxa8 d4 Qf5 Qb2 Rf8 Ng3 Qf4 Qd2 Ba5 Qxf4 Rxf4 Rc1 g6 Ne1 Ng5 Nd3 Rf8 Nc5 Re8 h4 Nf7 Ne2 g5 hxg5 hxg5 Ng3 Bb6 Nd7 Bd8 Nh5 Re7 Nhf6+ Kg7 g4 Nh6 f3 Rf7 Nh5+ Kg6 Nc5 Rxf3 Kg2,C50,Giuoco Piano,6.0,203.09683333333334
4122,zupc3Fqb,1.0,68.0,resign,white,20+0,aboud,1922.0,kiasar,1688.0,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Nd4 Nxd4 exd4 Qh5 Qf6 O-O g6 e5 gxh5 exf6 Nxf6 d3 Rg8 h4 Bb7 Re1+ Be7 g3 O-O-O Rxe7 Rde8 Rxe8+ Rxe8 Bd2 Ng4 Na3 Re2 Be1 b4 Nc4 d5 Na5 Ba8 Kf1 Re8 Bxb4 Nh2+ Kg2 Ng4 Re1 Rg8 a3 f5 Bc5 f4 Bxd4 fxg3 fxg3 c5 Bxc5 d4+ Kh3 Nf2+ Kh2 Ng4+ Kg1 Ne3 Bxg8 Nxc2,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8.0,134.68866666666668
4123,R67H6TZ9,1.0,39.0,mate,white,10+5,rh-sah,1423.0,mesgalis,1484.0,e4 e5 Nf3 Bd6 Nc3 Nc6 Bb5 a6 Ba4 Qe7 b4 Nf6 Bb2 Bxb4 Nd5 Nxd5 exd5 Nd4 O-O Nxf3+ Qxf3 Bxd2 Qd3 Bh6 Rfe1 Qb4 Rxe5+ Kd8 Qd4 Qa5 Bc3 Qb6 Qe4 d6 Re7 f6 Re8+ Rxe8 Qxe8#,C40,King's Knight Opening,3.0,100.21616666666667
4124,FD9T23VD,1.0,68.0,mate,black,10+0,mazpharaoh,1403.0,maiconoo8oo,1363.0,d4 e6 e4 c6 e5 d6 Nc3 dxe5 dxe5 Qh4 g3 Qe7 f4 f6 Nf3 fxe5 Nxe5 g6 b3 Bg7 Bb2 Qc5 b4 Qxb4 Rb1 Nf6 Bg2 Bd7 O-O Na6 Qxd7+ Nxd7 Nxd7 Kxd7 Rfd1+ Ke7 Rd3 Kf7 Rd7+ Kf8 Nd5 Bd4+ Kh1 Qc5 Nf6 Bxf6 Bxf6 Qxc2 Be4 Qxe4+ Kg1 Qxb1+ Kg2 Qxa2+ Kh3 Nc5 Bg7+ Ke8 Rd6 Rg8 Bd4 Ne4 Rxe6+ Qxe6+ g4 h5 Kh4 Qxg4#,C00,French Defense: Normal Variation,3.0,183.8305
4125,KnkPcCyI,1.0,89.0,mate,white,9+8,unrim,1891.0,ayman78,1832.0,e4 e5 Bc4 Nc6 Nf3 h6 d4 exd4 Nxd4 Qf6 Be3 Bc5 c3 Na5 Nd2 c6 a4 Ne7 Ba2 d5 b4 Bxd4 Bxd4 Qg5 Nf3 Qxg2 Rg1 Qh3 bxa5 Bg4 Rg3 Bxf3 Qxf3 Qxh2 Ke2 dxe4 Qxe4 Qh5+ Kf1 Qf5 Qe3 Qd7 Qf3 O-O-O Bxa7 Nd5 Bb1 g6 a6 b6 c4 Qxa7 cxd5 Qxa6+ Bd3 b5 dxc6 Rxd3 Qxd3 Qxc6 Kg1 Rd8 Qxb5 Qxb5 axb5 Rd5 Rb1 Kb7 Rf3 f5 Rc3 f4 Rc6 Rg5+ Kf1 h5 b6 h4 Rc7+ Kb8 Rh7 Rh5 Rg7 h3 b7 Rh8 Ra1 Rc8 Ra8#,C55,Italian Game: Anti-Fried Liver Defense,6.0,256.3811666666667
4127,4S05ENxT,0.0,61.0,resign,white,15+2,lzchips,2210.0,solidchess_hehe,1562.0,e4 g6 Nc3 Bg7 d4 d6 Be2 Nd7 h4 h6 h5 g5 Be3 a6 Qd2 e6 f4 f6 O-O-O b5 fxg5 hxg5 Bg4 b4 Nce2 Nb6 Qd3 Ne7 Nf3 Bb7 Bxe6 d5 e5 Nc4 exf6 Bxf6 Bxg5 Bxg5+ Nxg5 Qd6 Rde1 Rf8 h6 Bc8 Bxc8 Rxc8 h7 Kd7 Qh3+ Kc6 Ne6 Rh8 Nc5 Kb5 Qb3 a5 Nc3+ Kb6 Re6 Qxe6 Nxe6,B06,Modern Defense: Standard Defense,6.0,196.072
